date_mutation,valeur_fonciere,code_postal,section,type_local,surface_relle_bati,nombre_pieces_principales,surface_terrain
2014/8/22,177000,33000,DU,Maison,37,2,
2014/8/26,8000,33000,HI,Appartement,123,4,
2014/11/18,375000,33000,HD,Appartement,70,4,87
2015/6/29,135000,33000,KL,Appartement,31,1,
2015/7/10,360000,33000,LB,Appartement,112,4,
2015/7/7,1170000,33000,LO,Appartement,150,6,
2015/8/28,416500,33000,LA,Appartement,95,5,
2015/10/1,186000,33000,LY,Appartement,23,1,115
2015/10/23,450000,33000,OZ,Appartement,90,3,
2015/10/26,455000,33000,OZ,Appartement,89,3,
2015/10/29,425000,33000,OZ,Appartement,89,3,
2015/9/22,254000,33000,LA,Appartement,73,4,
2015/10/22,296000,33000,LA,Appartement,73,4,
2015/10/22,296000,33000,LA,Appartement,58,2,
2015/11/26,675000,33000,OZ,Appartement,113,4,
2015/12/1,675000,33000,OZ,Appartement,118,3,
2015/12/8,425000,33000,OZ,Appartement,90,3,
2015/11/27,326000,33000,LB,Appartement,90,3,
2015/1/14,108000,33000,HC,Appartement,22,2,
2015/3/23,79000,33000,HC,Appartement,25,1,
2015/3/23,89000,33000,HC,Appartement,17,1,
2015/3/31,107000,33000,HC,Appartement,26,2,
2015/5/4,60000,33000,DR,Appartement,45,1,
2015/5/18,107000,33000,EK,Appartement,38,1,
2015/6/23,600000,33000,IL,Maison,150,7,257
2015/7/20,130000,33000,HL,Appartement,38,2,
2015/8/20,30000,33000,HL,Appartement,12,1,
2016/1/20,279000,33000,LB,Appartement,75,3,
2016/2/5,425000,33000,OZ,Appartement,90,3,
2016/2/25,425000,33000,OZ,Appartement,89,3,
2016/3/1,187150,33000,PD,Appartement,56,2,
2016/3/22,450000,33000,OZ,Appartement,90,4,
2016/1/22,105000,33000,DU,Appartement,42,2,
2016/7/21,205500,33000,DU,Maison,37,2,
2016/10/24,324000,33000,HY,Maison,76,3,112
2016/10/19,307000,33000,HA,Maison,55,1,55
2017/3/21,415000,33000,PN,Appartement,55,3,
2017/6/23,755000,33000,KV,Maison,250,8,103
2017/7/13,280000,33000,LA,Appartement,46,2,
2017/9/29,220000,33000,PD,Appartement,82,3,
2017/11/30,135195,33000,KL,Appartement,34,1,
2017/4/28,548000,33000,ES,Maison,114,3,289
2017/9/21,525000,33000,DC,Maison,105,4,101
2018/6/29,608500,33000,LB,Appartement,112,3,
2018/7/4,155130,33000,KL,Appartement,28,1,
2018/8/27,110000,33000,OX,Appartement,30,1,
2018/10/18,44000,33000,PE,Appartement,93,4,
2018/10/9,520000,33000,LX,Appartement,22,2,144
2018/10/9,520000,33000,LX,Appartement,18,2,144
2018/10/9,520000,33000,LX,Appartement,56,2,144
2018/10/9,520000,33000,LX,Appartement,20,2,144
2018/5/7,428000,33000,EY,Maison,96,3,96
2018/7/24,142000,33000,EK,Appartement,32,2,
2018/8/13,356250,33000,IS,Maison,72,4,177
2018/8/16,1166500,33000,HD,Appartement,256,6,
2018/10/2,128000,33000,HC,Appartement,20,1,
2019/5/2,228592,33000,PE,Appartement,40,2,
2019/1/4,209800,33000,HC,Appartement,36,2,
2019/1/8,446600,33000,HX,Maison,123,4,181
2019/4/26,865399,33000,HI,Appartement,117,4,
2019/6/17,188000,33000,HC,Appartement,30,1,
2019/6/12,130000,33000,HD,Appartement,40,1,
2014/6/10,375000,33000,KT,Appartement,85,3,
2014/10/13,145000,33000,LV,Appartement,16,1,
2014/10/13,145000,33000,LV,Appartement,16,1,
2014/5/23,287000,33000,DV,Appartement,72,4,
2015/9/9,140000,33000,KI,Appartement,32,1,
2015/9/24,325000,33000,PK,Appartement,75,3,
2015/11/19,766300,33000,MD,Maison,212,7,276
2015/4/29,630000,33000,HB,Appartement,36,1,136
2015/4/29,630000,33000,HB,Appartement,36,1,136
2015/4/29,630000,33000,HB,Appartement,36,1,136
2015/4/29,630000,33000,HB,Appartement,39,3,136
2015/4/29,630000,33000,HB,Appartement,37,1,136
2016/3/4,174150,33000,PL,Appartement,40,2,
2016/6/10,480000,33000,PL,Appartement,97,3,
2016/12/9,226500,33000,PK,Appartement,75,3,
2016/3/25,316000,33000,DV,Appartement,72,4,
2016/4/1,433000,33000,EY,Maison,159,7,273
2016/6/21,228000,33000,HE,Appartement,23,0,
2016/11/7,619300,33000,HE,Appartement,90,3,
2016/12/19,445000,33000,EU,Maison,70,2,174
2017/6/23,688000,33000,EY,Maison,225,7,196
2018/1/11,986500,33000,LA,Maison,145,4,275
2018/1/26,990000,33000,PA,Appartement,80,3,203
2018/1/26,990000,33000,PA,Appartement,80,3,203
2018/1/26,990000,33000,PA,Appartement,35,2,203
2018/1/26,990000,33000,PA,Appartement,42,2,203
2018/3/15,243000,33000,PL,Appartement,40,2,
2018/5/9,101000,33000,LV,Appartement,30,2,
2018/7/19,197200,33000,KE,Appartement,50,2,
2018/10/4,465000,33000,PA,Appartement,80,3,
2018/2/5,719750,33000,IA,Maison,132,4,358
2018/5/31,670000,33000,IL,Maison,128,4,194
2018/9/25,840000,33000,IR,Maison,110,7,319
2019/5/15,262000,33000,PA,Appartement,42,2,
2019/6/27,350000,33000,PA,Appartement,35,2,
2019/6/27,480000,33000,LO,Maison,110,5,131
2014/2/25,140000,33000,PJ,Appartement,38,2,
2014/7/10,215000,33000,OR,Appartement,79,4,
2014/7/11,344000,33000,PO,Maison,66,4,104
2014/9/12,283200,33000,IW,Maison,65,3,66
2014/10/15,1000000,33000,KT,Appartement,79,4,
2014/10/15,1000000,33000,KT,Appartement,141,5,
2014/10/15,1000000,33000,KT,Appartement,84,4,
2014/10/15,1000000,33000,KT,Appartement,190,1,
2014/10/24,260000,33000,KX,Appartement,63,2,
2014/11/27,185000,33000,OR,Appartement,61,3,
2014/12/19,210000,33000,LH,Maison,68,4,119
2015/1/19,500000,33000,KT,Appartement,141,5,
2015/2/17,110000,33000,KI,Appartement,40,2,
2015/9/4,276000,33000,LE,Appartement,98,5,
2015/9/14,250000,33000,KT,Appartement,79,4,
2015/9/30,243000,33000,KT,Appartement,72,4,
2015/10/26,351500,33000,IV,Maison,50,3,101
2015/2/5,320000,33000,IT,Maison,86,4,158
2015/9/22,235045,33000,DS,Appartement,45,3,
2016/1/20,99000,33000,LA,Appartement,22,1,
2016/4/1,205000,33000,OR,Appartement,84,4,
2016/5/18,305000,33000,KT,Appartement,72,4,
2016/7/1,706500,33000,KN,Appartement,142,4,
2016/7/12,454700,33000,LS,Appartement,142,5,
2016/9/13,206000,33000,OR,Appartement,63,3,
2016/11/25,144000,33000,OR,Appartement,46,2,
2016/7/1,1480000,33000,DT,Appartement,118,4,219
2016/7/1,1480000,33000,DT,Appartement,60,3,219
2016/7/1,1480000,33000,DT,Appartement,60,2,219
2016/7/1,1480000,33000,DT,Appartement,75,3,219
2016/7/1,1480000,33000,DT,Appartement,72,3,219
2016/12/27,280000,33000,DO,Appartement,55,2,
2017/2/22,195000,33000,OR,Appartement,79,3,
2017/3/27,110000,33000,KT,Appartement,24,1,
2017/7/10,370000,33000,LE,Appartement,88,3,
2017/7/21,300000,33000,KT,Appartement,53,3,
2017/9/26,365000,33000,LE,Appartement,102,5,
2017/10/2,355000,33000,LC,Appartement,53,3,
2017/11/24,335000,33000,OR,Appartement,84,4,
2017/1/20,640000,33000,DU,Maison,212,7,185
2017/9/12,635000,33000,IH,Maison,150,5,271
2018/1/19,399000,33000,LE,Appartement,100,3,
2018/3/16,254400,33000,PJ,Appartement,51,2,
2018/4/12,780000,33000,KN,Appartement,137,3,
2018/12/10,95000,33000,LA,Appartement,22,1,
2018/12/6,265250,33000,OR,Appartement,61,3,
2018/12/20,323600,33000,OR,Appartement,84,4,
2019/3/29,91000,33000,LA,Appartement,22,1,
2014/2/10,550000,33000,OY,Maison,121,4,238
2014/3/25,202000,33000,KJ,Appartement,73,3,
2014/7/17,145000,33000,KJ,Appartement,73,3,
2014/7/25,1013600,33000,KO,Appartement,29,2,97
2014/7/25,1013600,33000,KO,Appartement,77,3,97
2014/7/25,1013600,33000,KO,Appartement,21,1,97
2014/7/25,1013600,33000,KO,Appartement,44,2,97
2014/8/27,88000,33000,LM,Appartement,24,1,
2014/8/28,380000,33000,KW,Appartement,105,4,
2014/12/22,550000,33000,LP,Maison,146,4,147
2014/3/19,238250,33000,HX,Maison,101,5,252
2014/4/9,115000,33000,DR,Appartement,52,2,
2014/6/12,114000,33000,DW,Appartement,31,1,
2014/8/11,188800,33000,DO,Appartement,62,3,
2014/8/22,190000,33000,HV,Appartement,65,3,
2015/3/9,320000,33000,KY,Appartement,30,2,90
2015/3/9,320000,33000,KY,Appartement,30,1,90
2015/3/9,320000,33000,KY,Appartement,30,1,90
2015/3/9,320000,33000,KY,Appartement,25,1,90
2015/4/15,130000,33000,KO,Appartement,27,1,
2015/4/15,220000,33000,KO,Appartement,27,1,
2015/4/15,220000,33000,KO,Appartement,77,3,
2015/6/22,115000,33000,KO,Appartement,21,1,
2015/7/27,310800,33000,LY,Maison,88,5,88
2015/2/18,138300,33000,HV,Appartement,65,3,
2015/3/24,129000,33000,HV,Appartement,51,2,
2015/3/26,90000,33000,DR,Appartement,35,2,
2015/6/22,112000,33000,DR,Appartement,26,1,
2015/7/3,115100,33000,DR,Appartement,26,1,
2015/8/17,168000,33000,HV,Appartement,51,2,
2015/10/15,122685,33000,DR,Appartement,38,1,
2015/11/26,225000,33000,HV,Appartement,65,3,
2015/12/14,65000,33000,DR,Appartement,28,1,
2016/6/2,73000,33000,LM,Appartement,20,1,
2016/7/8,400000,33000,KE,Maison,50,2,139
2016/8/30,80000,33000,LM,Appartement,20,1,
2016/10/12,5000,33000,PN,Appartement,56,3,
2016/3/2,126000,33000,DW,Appartement,34,2,
2016/5/31,148800,33000,HV,Appartement,51,2,
2016/6/22,160000,33000,HV,Appartement,65,3,
2016/7/12,110000,33000,DR,Appartement,26,1,
2016/7/26,360000,33000,EU,Appartement,65,3,91
2016/7/26,360000,33000,EU,Appartement,65,3,91
2016/8/4,179000,33000,HV,Appartement,65,3,
2016/9/2,93800,33000,DO,Appartement,25,1,
2016/9/2,149000,33000,DR,Appartement,38,2,
2016/9/22,181500,33000,DR,Appartement,56,1,
2016/10/28,176000,33000,HV,Appartement,51,2,
2016/11/24,192000,33000,HV,Appartement,65,3,
2017/1/18,175000,33000,KJ,Appartement,49,2,
2017/2/16,150000,33000,LM,Appartement,25,1,
2017/3/10,216000,33000,KJ,Appartement,49,2,
2017/3/7,920000,33000,OV,Maison,233,5,219
2017/5/19,263000,33000,KJ,Appartement,45,2,
2017/5/19,189000,33000,LM,Appartement,39,2,
2017/8/31,475000,33000,LM,Appartement,123,4,
2017/10/18,1150000,33000,KD,Appartement,57,2,
2017/10/24,950000,33000,KD,Appartement,130,3,
2017/11/21,180000,33000,KJ,Appartement,57,2,
2017/12/19,87500,33000,LM,Appartement,20,1,
2017/2/9,230460,33000,HV,Appartement,65,3,
2017/2/23,165000,33000,HV,Appartement,51,2,
2017/3/8,184100,33000,HV,Appartement,51,2,
2017/7/18,139000,33000,DR,Appartement,42,1,
2017/10/18,200000,33000,HV,Appartement,51,2,
2018/3/27,300000,33000,LM,Appartement,56,2,
2018/5/17,417500,33000,KO,Appartement,44,2,
2018/5/31,273970,33000,ME,Appartement,75,3,
2018/5/17,570000,33000,MA,Appartement,40,2,
2018/5/17,570000,33000,MA,Maison,80,3,
2018/5/17,570000,33000,MA,Appartement,40,2,
2018/8/2,170000,33000,KO,Appartement,27,1,
2018/8/24,363000,33000,PN,Appartement,85,3,
2018/8/22,250000,33000,KJ,Appartement,73,3,
2018/9/20,1000000,33000,PN,Maison,186,7,102
2018/10/18,300000,33000,MA,Maison,80,3,
2018/4/6,189500,33000,HV,Appartement,51,2,
2018/7/26,272000,33000,DO,Appartement,25,2,42
2018/7/26,272000,33000,DO,Appartement,25,2,42
2018/7/26,272000,33000,DO,Appartement,25,2,42
2018/8/31,238910,33000,HV,Appartement,51,2,
2018/10/1,210000,33000,HV,Appartement,65,3,
2019/4/1,400000,33000,MA,Appartement,40,2,
2019/4/1,400000,33000,MA,Appartement,40,2,
2019/4/10,160000,33000,LM,Appartement,73,3,
2019/6/25,340000,33000,LM,Appartement,96,4,
2019/3/27,1050000,33000,HB,Appartement,66,3,128
2019/3/27,1050000,33000,HB,Appartement,60,3,128
2014/4/28,236255,33000,KW,Appartement,51,2,
2014/4/25,549000,33000,KP,Appartement,118,4,
2014/5/28,271000,33000,LN,Appartement,44,2,132
2014/5/28,271000,33000,LN,Appartement,56,3,132
2014/12/29,440000,33000,KP,Appartement,118,4,
2014/2/28,75000,33000,EB,Appartement,23,1,
2014/9/25,335000,33000,DY,Maison,75,3,189
2014/12/22,87500,33000,EB,Appartement,23,1,
2015/3/31,500000,33000,LN,Maison,125,5,301
2015/4/30,340000,33000,LR,Maison,115,4,142
2015/4/30,510000,33000,LR,Appartement,148,4,
2015/6/5,400000,33000,LR,Appartement,121,4,
2015/7/17,103000,33000,KP,Appartement,20,1,
2015/3/7,115000,33000,EB,Appartement,38,2,
2015/8/1,200000,33000,EB,Appartement,59,3,
2015/8/25,76000,33000,HX,Appartement,17,1,
2015/12/22,430000,33000,DY,Maison,75,3,189
2015/12/11,75000,33000,EB,Appartement,23,1,
2015/12/30,132000,33000,EX,Appartement,46,4,
2016/1/14,220000,33000,LR,Appartement,146,4,
2016/7/18,173000,33000,LR,Appartement,46,2,
2016/8/29,118800,33000,KP,Appartement,18,1,
2016/1/22,326000,33000,HE,Appartement,108,4,
2016/9/6,10000,33000,HE,Appartement,115,4,
2017/3/3,440000,33000,KP,Appartement,138,5,
2017/5/16,320000,33000,LR,Appartement,60,2,
2017/7/7,2315000,33000,PN,Maison,400,9,388
2017/8/29,1073600,33000,IU,Maison,209,9,778
2017/8/29,1073600,33000,IU,Maison,209,9,261
2017/6/15,420000,33000,IS,Maison,62,3,155
2017/8/11,931300,33000,HX,Maison,215,7,620
2017/12/1,190000,33000,HX,Appartement,55,2,
2018/3/7,858600,33000,KP,Appartement,138,5,
2018/3/30,950000,33000,KP,Appartement,177,7,
2018/4/25,292000,33000,PI,Appartement,31,2,
2018/6/20,365000,33000,LR,Appartement,80,3,
2018/7/11,321700,33000,KW,Appartement,51,2,
2018/9/19,740000,33000,OS,Maison,170,5,587
2018/11/8,600000,33000,RD,Appartement,22,2,159
2018/11/8,600000,33000,RD,Appartement,45,2,159
2018/11/8,600000,33000,RD,Appartement,54,3,159
2018/11/6,123520,33000,KP,Appartement,19,1,
2018/4/10,400000,33000,IR,Appartement,65,3,171
2018/4/10,400000,33000,IR,Appartement,49,3,171
2019/5/16,601000,33000,LR,Appartement,107,4,
2019/4/30,146607.4,33000,EX,Appartement,23,1,
2014/1/27,570000,33000,OP,Appartement,112,3,351
2014/4/23,151500,33000,PM,Appartement,43,2,
2014/5/23,175000,33000,KH,Appartement,50,2,
2014/8/14,514410,33000,LO,Maison,199,7,
2014/2/21,150000,33000,HE,Appartement,51,2,
2014/2/28,235000,33000,DP,Appartement,74,3,
2014/4/8,149000,33000,DO,Appartement,49,2,
2014/7/11,145000,33000,HI,Appartement,50,2,
2014/10/6,700000,33000,DO,Appartement,51,1,215
2014/10/6,700000,33000,DO,Appartement,58,2,215
2014/10/6,700000,33000,DO,Appartement,43,2,215
2014/10/6,700000,33000,DO,Appartement,54,2,215
2014/10/6,700000,33000,DO,Appartement,58,2,215
2014/10/6,700000,33000,DO,Appartement,54,2,215
2014/10/6,700000,33000,DO,Appartement,58,2,215
2014/11/12,83000,33000,HE,Appartement,30,2,
2015/6/25,177000,33000,LR,Appartement,32,2,
2015/7/7,747800,33000,MH,Maison,166,6,313
2015/8/27,160000,33000,KL,Appartement,50,2,
2015/12/18,278000,33000,PM,Appartement,75,4,
2015/2/2,95000,33000,HI,Appartement,43,2,
2015/5/4,170000,33000,DO,Appartement,51,1,
2015/6/22,280000,33000,IO,Maison,145,6,127
2015/9/2,164500,33000,HE,Appartement,43,2,
2015/10/22,114000,33000,HD,Appartement,44,2,
2015/12/11,400000,33000,DW,Appartement,120,4,174
2015/12/11,400000,33000,DW,Appartement,120,4,174
2015/12/28,145000,33000,HI,Appartement,48,3,
2016/4/7,402000,33000,LK,Maison,85,4,48
2016/7/22,243500,33000,KL,Appartement,55,2,
2016/11/21,159000,33000,LP,Maison,46,1,46
2016/5/19,343000,33000,EY,Appartement,97,6,
2016/7/29,330400,33000,HI,Appartement,83,4,
2016/9/29,177000,33000,DO,Appartement,50,2,
2016/10/11,430000,33000,HI,Appartement,120,5,
2016/11/29,155000,33000,HD,Appartement,45,2,
2017/2/27,503400,33000,MH,Maison,136,4,258
2017/8/30,139000,33000,KL,Appartement,30,1,
2017/4/18,68500,33000,HI,Appartement,42,2,
2017/4/28,422700,33000,IC,Maison,155,5,125
2017/8/18,620000,33000,HL,Maison,104,4,115
2017/8/18,420000,33000,HI,Appartement,83,4,
2017/9/14,155000,33000,HE,Appartement,31,2,
2018/2/23,150000,33000,KH,Appartement,35,2,
2018/10/11,400000,33000,LA,Appartement,110,4,
2018/2/20,150000,33000,HX,Appartement,30,2,281
2018/2/20,150000,33000,HX,Appartement,30,2,281
2018/8/31,240000,33000,DP,Appartement,40,1,
2019/2/28,2600000,33000,KO,Appartement,75,3,139
2019/2/28,2600000,33000,KO,Appartement,90,3,139
2019/5/7,910000,33000,OX,Maison,154,5,614
2014/7/7,429000,33000,LN,Maison,104,4,172
2014/9/30,1013270,33000,KV,Maison,218,7,190
2014/12/23,257000,33000,IV,Maison,84,2,128
2014/12/2,435900,33000,KI,Appartement,182,7,
2014/10/20,151000,33000,EB,Appartement,49,2,
2014/11/17,108000,33000,KL,Appartement,31,1,
2015/3/6,145000,33000,KJ,Appartement,43,2,
2015/12/29,89000,33000,PD,Appartement,18,1,
2015/2/27,72000,33000,EB,Appartement,21,1,
2015/1/28,135000,33000,DO,Appartement,37,2,
2015/3/5,278000,33000,HS,Maison,86,3,118
2015/1/28,135000,33000,DO,Appartement,40,2,
2015/4/14,199900,33000,HE,Appartement,50,2,
2015/7/27,90730,33000,EB,Appartement,38,1,
2015/8/14,147700,33000,EB,Appartement,50,2,
2015/11/16,210000,33000,DT,Maison,92,4,45
2015/12/8,126800,33000,EB,Appartement,35,1,
2015/12/30,316000,33000,KL,Appartement,97,3,
2016/10/4,210000,33000,KL,Appartement,62,3,
2016/11/9,162150,33000,EB,Appartement,49,2,
2016/11/17,98000,33000,EB,Appartement,38,1,
2017/12/15,4000000,33000,PE,Appartement,126,5,193
2017/12/15,4000000,33000,PE,Appartement,124,4,193
2017/12/15,4000000,33000,PE,Appartement,149,4,193
2017/12/15,4000000,33000,PE,Appartement,29,1,193
2017/4/6,480500,33000,DO,Appartement,40,2,
2017/4/6,480500,33000,DO,Appartement,41,2,
2017/6/30,115000,33000,EB,Appartement,21,1,
2018/3/16,1565000,33000,PL,Appartement,66,3,123
2018/3/16,1565000,33000,PL,Appartement,66,2,123
2018/3/16,1565000,33000,PL,Appartement,42,2,123
2018/5/3,330000,33000,LN,Maison,70,3,84
2018/6/5,165000,33000,PE,Appartement,29,1,
2018/6/8,1250000,33000,PE,Appartement,149,4,
2018/7/6,890000,33000,PE,Appartement,126,5,
2018/2/8,200000,33000,ES,Appartement,57,2,
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/5/24,1200000,33000,IS,Appartement,30,1,251
2018/6/26,338450,33000,HE,Appartement,50,2,
2018/7/18,98960,33000,EB,Appartement,35,1,
2019/4/8,718500,33000,IL,Maison,140,5,311
2014/4/23,105000,33000,IB,Appartement,33,1,
2014/10/10,338500,33000,HD,Appartement,97,4,
2014/12/24,95000,33000,IB,Appartement,37,1,
2014/12/2,122000,33000,HB,Appartement,45,2,
2015/6/1,140000,33000,IB,Appartement,50,2,
2015/7/10,128930,33000,DT,Appartement,42,2,
2015/7/23,120765,33000,IB,Appartement,38,1,
2015/8/24,177750,33000,DT,Appartement,51,2,
2015/9/22,138600,33000,DR,Appartement,34,2,
2015/11/12,650000,33000,DR,Appartement,36,2,163
2015/11/12,650000,33000,DR,Appartement,70,3,163
2015/11/12,650000,33000,DR,Appartement,67,3,163
2015/11/12,650000,33000,DR,Appartement,37,2,163
2015/11/12,650000,33000,DR,Appartement,70,3,163
2016/11/10,420000,33000,KN,Appartement,68,3,
2016/4/28,213000,33000,DR,Appartement,70,3,
2016/5/10,137000,33000,DR,Appartement,37,2,
2016/5/18,126000,33000,DR,Appartement,36,2,
2016/5/12,222000,33000,DR,Appartement,70,3,
2016/4/28,590000,33000,HL,Maison,230,5,250
2016/6/27,180000,33000,DR,Appartement,67,3,
2016/10/20,270000,33000,EY,Maison,76,4,147
2016/12/26,195000,33000,DT,Appartement,84,3,
2017/4/13,1500000,33000,OW,Maison,320,12,762
2017/4/13,1500000,33000,OW,Maison,320,12,500
2017/6/23,1450000,33000,PO,Appartement,246,5,
2017/7/19,1180000,33000,KT,Maison,230,8,128
2017/7/17,870000,33000,OR,Appartement,219,5,424
2017/12/21,868050,33000,PO,Maison,141,4,79
2017/2/15,60000,33000,DT,Appartement,84,3,
2017/6/6,760000,33000,HK,Maison,296,6,213
2017/7/11,128000,33000,IB,Appartement,33,1,
2017/10/16,400000,33000,IW,Maison,123,4,118
2018/1/17,700000,33000,MD,Maison,108,5,147
2018/1/8,127000,33000,PK,Appartement,40,2,
2018/4/27,1080000,33000,KT,Maison,230,8,128
2019/2/27,210000,33000,DT,Appartement,42,2,
2014/1/13,71560,33000,KM,Appartement,26,1,
2014/12/18,86800,33000,KM,Appartement,26,1,
2014/12/18,140000,33000,PM,Appartement,50,3,
2014/12/18,140000,33000,PM,Appartement,35,3,
2014/12/18,140000,33000,PM,Appartement,50,3,
2014/12/18,140000,33000,PM,Appartement,50,3,
2014/6/24,132000,33000,HD,Appartement,39,2,
2014/9/22,200000,33000,EV,Maison,50,2,114
2014/9/29,307500,33000,ID,Maison,75,3,225
2014/11/14,140000,33000,EB,Appartement,50,3,
2015/2/20,73000,33000,IU,Maison,140,5,286
2015/2/13,109000,33000,IP,Appartement,32,2,
2015/5/13,177030,33000,EB,Appartement,65,3,
2015/6/19,96300,33000,HK,Appartement,32,2,
2015/8/4,152000,33000,ID,Appartement,58,3,
2015/7/31,90000,33000,EB,Appartement,32,1,
2015/8/6,480893,33000,IS,Maison,90,4,225
2015/12/18,239050,33000,IA,Maison,70,2,93
2015/12/22,450000,33000,HD,Appartement,35,2,76
2015/12/22,450000,33000,HD,Appartement,20,1,76
2015/12/22,450000,33000,HD,Appartement,35,2,76
2015/12/22,450000,33000,HD,Appartement,35,2,76
2016/2/29,322000,33000,LP,Maison,141,5,52
2016/2/29,103000,33000,OV,Appartement,42,1,
2016/4/27,120549.04,33000,PM,Appartement,45,2,
2016/5/2,184741.06,33000,PM,Appartement,65,3,
2016/12/9,300000,33000,OX,Maison,98,5,116
2016/2/17,132900,33000,HD,Appartement,40,2,
2016/2/12,186100,33000,HD,Appartement,60,2,
2016/3/16,98000,33000,HK,Appartement,33,2,
2016/5/3,280000,33000,IR,Appartement,35,2,
2016/5/3,280000,33000,IR,Appartement,35,2,
2016/5/3,280000,33000,IR,Appartement,31,2,
2016/5/3,85000,33000,IR,Appartement,31,2,
2016/7/5,172330,33000,IN,Appartement,68,4,
2016/7/7,250000,33000,EB,Appartement,68,3,
2016/6/24,222000,33000,IL,Maison,70,3,89
2016/10/18,220000,33000,ID,Maison,74,5,118
2016/10/10,410000,33000,IR,Maison,47,2,106
2016/11/4,141000,33000,EB,Appartement,42,2,
2016/12/12,122000,33000,EB,Appartement,36,1,
2016/12/27,118900,33000,ID,Appartement,82,5,
2017/2/13,99000,33000,OV,Appartement,33,1,
2017/3/2,146500,33000,KM,Appartement,28,1,
2017/3/24,151725,33000,KM,Appartement,26,1,
2017/4/3,696610,33000,LT,Appartement,37,1,156
2017/4/3,696610,33000,LT,Appartement,130,5,156
2017/4/22,471800,33000,PL,Appartement,118,3,
2017/9/4,565000,33000,PD,Appartement,86,2,
2017/9/29,140000,33000,KH,Appartement,37,1,
2017/10/13,404000,33000,PD,Appartement,55,2,
2017/1/16,299000,33000,EB,Appartement,118,4,
2017/2/9,161000,33000,EB,Appartement,50,2,
2017/4/7,93000,33000,ID,Appartement,58,3,
2017/4/28,132000,33000,ID,Appartement,44,2,
2017/5/12,757000,33000,HL,Appartement,140,4,
2017/7/11,260347,33000,DR,Appartement,50,2,
2017/8/31,294800,33000,IP,Appartement,69,3,
2017/10/20,700000,33000,HD,Appartement,20,1,76
2017/10/20,700000,33000,HD,Appartement,35,2,76
2017/10/20,700000,33000,HD,Appartement,35,2,76
2017/10/20,700000,33000,HD,Appartement,35,2,76
2017/9/4,339000,33000,ID,Maison,75,3,225
2018/1/16,120000,33000,KM,Appartement,15,1,
2018/1/19,140000,33000,KH,Appartement,22,1,
2018/3/16,513000,33000,PL,Appartement,109,3,
2018/3/30,68000,33000,KH,Appartement,23,1,
2018/6/14,156750,33000,PM,Appartement,25,1,
2018/10/23,470510,33000,PD,Appartement,77,2,
2018/11/23,170000,33000,KM,Appartement,36,1,
2018/11/29,1500000,33000,KN,Appartement,86,3,
2018/11/29,1500000,33000,KN,Appartement,129,4,
2018/1/23,175000,33000,HN,Appartement,38,2,
2018/1/24,175000,33000,HN,Appartement,35,2,
2018/2/6,728000,33000,HL,Appartement,122,4,
2018/2/8,208000,33000,IN,Appartement,60,3,
2018/2/12,120000,33000,EB,Appartement,29,1,
2018/3/5,250000,33000,IN,Appartement,75,4,
2018/6/19,683890,33000,HN,Maison,118,5,263
2018/8/28,269000,33000,EB,Appartement,59,2,
2018/11/5,121000,33000,EB,Appartement,23,1,
2019/1/24,103761,33000,KM,Appartement,15,1,
2019/2/27,202000,33000,OV,Appartement,42,1,
2019/4/19,570000,33000,PD,Appartement,90,3,
2019/1/24,202500,33000,EB,Appartement,42,2,
2019/2/28,580000,33000,IB,Maison,105,3,335
2019/3/18,77000,33000,EB,Appartement,23,1,
2019/3/18,77000,33000,EB,Appartement,21,1,
2019/3/19,118510,33000,EB,Appartement,23,1,
2019/4/1,755000,33000,DY,Maison,160,5,301
2019/6/25,50000,33000,HN,Appartement,47,1,
2014/2/18,175000,33000,LV,Appartement,70,3,
2014/12/12,105000,33000,LV,Appartement,40,2,
2014/1/29,113000,33000,HP,Appartement,37,2,
2014/2/28,132000,33000,EB,Appartement,39,2,
2014/4/30,82000,33000,HP,Appartement,20,1,
2014/12/3,75000,33000,HP,Appartement,21,1,
2015/6/29,166500,33000,LV,Appartement,70,3,
2015/8/5,200000,33000,MA,Maison,50,2,215
2015/9/16,310000,33000,KV,Appartement,79,2,
2015/9/22,375200,33000,KT,Appartement,55,2,
2015/9/22,375200,33000,KT,Appartement,15,1,
2015/9/22,375200,33000,KT,Appartement,15,1,
2015/7/24,371000,33000,EV,Maison,142,4,109
2015/7/22,144000,33000,EB,Appartement,50,2,
2015/9/17,325000,33000,HR,Appartement,40,2,179
2015/9/17,325000,33000,HR,Appartement,69,2,179
2015/10/13,99500,33000,EB,Appartement,31,1,
2016/3/23,162000,33000,LV,Appartement,70,3,
2016/4/5,792500,33000,KT,Maison,175,7,149
2016/8/3,350000,33000,LP,Appartement,69,2,155
2016/8/3,350000,33000,LP,Appartement,53,3,155
2016/10/26,190000,33000,LV,Appartement,70,3,
