date_mutation,valeur_fonciere,code_postal,section,type_local,surface_relle_bati,nombre_pieces_principales,surface_terrain
2018/11/28,261422,33310,AZ,Maison,130,7,383
2014/11/27,250000,33310,AS,Maison,126,4,120
2015/4/24,141000,33310,AZ,Appartement,80,4,
2018/1/25,195000,33310,AS,Maison,82,4,141
2014/2/4,138000,33310,AZ,Maison,62,1,68
2014/4/28,182000,33310,AW,Maison,95,5,170
2018/6/8,289500,33310,AT,Maison,99,5,431
2019/1/16,272500,33310,AK,Maison,76,3,366
2014/4/18,196400,33310,AZ,Maison,88,4,402
2018/12/18,290000,33310,AX,Maison,65,3,298
2015/11/24,165000,33310,AY,Maison,72,4,580
2015/12/1,246000,33310,AV,Maison,115,6,638
2017/3/8,135000,33310,AB,Maison,58,3,140
2018/11/21,350000,33310,AK,Maison,143,5,500
2018/11/21,350000,33310,AK,Maison,143,5,227
2019/2/25,356000,33310,AW,Maison,116,4,498
2018/5/22,105000,33310,AW,Maison,68,3,575
2014/2/27,170000,33310,AZ,Maison,63,4,110
2014/7/9,175000,33310,AO,Maison,80,3,336
2016/9/20,2200000,33310,BC,Maison,116,7,10728
2016/12/30,1675000,33310,AR,Maison,51,3,1770
2017/9/1,263000,33310,AK,Maison,90,4,716
2017/3/22,220000,33310,AP,Maison,129,7,698
2018/8/24,98550,33310,BC,Maison,73,4,201
2019/1/9,181000,33310,AZ,Maison,79,3,84
2019/4/12,148654,33310,AM,Maison,76,4,363
2015/5/29,232000,33310,AZ,Maison,120,3,171
2016/4/8,394000,33310,AV,Maison,155,5,553
2016/4/8,394000,33310,AV,Maison,155,5,859
2014/9/29,350000,33310,AZ,Appartement,64,2,164
2017/9/14,209000,33310,AV,Maison,114,4,558
2014/10/17,145000,33310,AN,Appartement,55,2,
2014/10/24,215000,33310,AN,Appartement,84,4,
2014/10/30,215000,33310,AN,Appartement,84,4,
2014/12/22,215000,33310,AN,Appartement,84,4,
2018/4/27,293000,33310,AV,Maison,74,4,320
2018/4/27,293000,33310,AV,Maison,74,4,740
2018/4/27,293000,33310,AV,Maison,74,4,1434
2018/7/3,300000,33310,AV,Maison,118,6,238
2018/7/3,300000,33310,AV,Maison,118,6,997
2018/7/3,300000,33310,AV,Maison,118,6,975
2016/7/19,240000,33310,AX,Maison,88,3,467
2016/1/28,208000,33310,AZ,Maison,110,5,139
2015/6/12,150000,33310,AH,Maison,58,3,782
2015/9/9,140000,33310,AL,Appartement,63,3,
2015/11/5,147100,33310,AL,Appartement,65,3,
2015/12/29,182500,33310,AB,Maison,94,4,313
2016/8/3,150000,33310,AL,Appartement,69,3,
2017/8/11,147600,33310,AL,Appartement,81,4,
2018/2/6,133710.58,33310,AL,Appartement,63,3,
2018/2/15,153500,33310,AL,Appartement,63,3,
2018/3/1,147000,33310,AL,Appartement,69,3,
2018/3/23,154300,33310,AL,Appartement,65,3,
2018/4/9,166250,33310,AL,Appartement,77,4,
2018/6/15,178500,33310,AL,Appartement,69,3,
2018/8/3,140100,33310,AL,Appartement,50,2,
2018/9/6,263400,33310,AK,Maison,104,5,586
2018/9/17,153600,33310,AL,Appartement,65,3,
2015/2/10,239340,33310,AK,Maison,88,4,513
2016/11/3,260000,33310,AI,Maison,124,6,685
2018/7/10,167294,33310,AM,Maison,94,5,247
2016/11/3,224000,33310,AY,Maison,65,3,160
2018/10/16,106332,33310,AB,Maison,58,3,277
2017/4/12,215000,33310,AT,Maison,49,2,243
2014/1/23,109500,33310,AW,Appartement,91,4,
2014/4/15,116000,33310,AW,Appartement,105,5,
2014/6/19,116000,33310,AW,Appartement,105,5,
2014/10/23,82000,33310,AW,Appartement,74,3,
2014/12/11,95700,33310,AW,Appartement,77,3,
2015/4/20,145000,33310,AW,Appartement,105,5,
2015/4/16,112000,33310,AW,Appartement,78,3,
2015/4/24,138000,33310,AW,Appartement,102,5,
2015/6/12,115000,33310,AW,Appartement,78,3,
2015/7/1,111000,33310,AW,Appartement,91,4,
2015/6/26,250000,33310,AX,Maison,117,4,665
2015/9/1,115000,33310,AW,Appartement,91,4,
2015/9/30,135000,33310,AW,Appartement,102,5,
2015/12/10,72100,33310,AW,Appartement,105,5,
2016/1/28,92300,33310,AW,Appartement,156,0,
2016/6/29,127000,33310,AW,Appartement,79,4,
2016/7/13,124000,33310,AW,Appartement,91,4,
2016/7/27,93000,33310,AW,Appartement,65,3,
2016/9/23,133000,33310,AW,Appartement,102,5,
2016/9/21,100000,33310,AW,Appartement,77,3,
2016/9/21,80000,33310,AW,Appartement,78,3,
2016/11/7,84500,33310,AW,Appartement,78,2,
2016/12/16,120000,33310,AW,Appartement,91,4,
2017/1/13,93000,33310,AW,Appartement,67,2,
2017/1/30,113000,33310,AW,Appartement,78,3,
2017/6/6,106000,33310,AW,Appartement,91,4,
2017/7/13,125000,33310,AW,Appartement,91,4,
2017/8/4,107000,33310,AW,Appartement,91,4,
2017/10/11,118000,33310,AW,Appartement,77,3,
2018/3/6,107000,33310,AW,Appartement,91,4,
2018/5/22,120200,33310,AW,Appartement,85,2,
2018/6/12,119400,33310,AW,Appartement,91,4,
2018/6/6,114170,33310,AW,Appartement,91,4,
2018/6/11,129970,33310,AW,Appartement,102,5,
2018/6/8,105000,33310,AW,Appartement,65,3,
2018/6/27,90000,33310,AW,Appartement,61,4,
2018/7/12,361500,33310,AX,Maison,106,5,162
2018/10/3,108000,33310,AW,Appartement,91,4,
2018/12/28,103500,33310,AW,Appartement,85,2,
2019/1/23,172000,33310,AW,Appartement,90,5,
2019/1/31,120000,33310,AW,Appartement,78,3,
2019/3/22,105000,33310,AW,Appartement,75,4,
2019/4/17,158000,33310,AW,Appartement,78,4,
2019/6/20,121600,33310,AW,Appartement,78,3,
2017/2/15,254800,33310,AK,Maison,94,5,600
2018/6/7,272050,33310,AK,Maison,94,5,600
2019/5/16,260000,33310,AZ,Appartement,36,1,54
2019/5/16,260000,33310,AZ,Appartement,32,1,54
2017/5/23,90000,33310,AZ,Maison,42,3,164
2018/7/11,298500,33310,AX,Maison,95,5,604
2018/7/11,298500,33310,AX,Maison,95,5,1033
2015/10/16,190000,33310,AZ,Maison,131,4,171
2018/9/24,145277,33310,AM,Maison,76,4,349
2018/11/22,475000,33310,AZ,Maison,157,4,
2014/1/31,235000,33310,AI,Maison,87,4,812
2014/6/11,190000,33310,AX,Maison,120,5,572
2015/8/3,273571,33310,AZ,Maison,106,4,137
2015/10/15,94600,33310,AZ,Appartement,51,2,
2016/3/18,100000,33310,AZ,Appartement,41,2,
2016/3/31,90000,33310,AZ,Appartement,43,2,
2016/11/28,210000,33310,AK,Maison,99,5,366
2016/2/29,322500,33310,AZ,Maison,80,3,137
2017/3/9,180000,33310,AW,Maison,106,3,677
2017/7/12,205000,33310,AS,Maison,86,4,124
2017/8/23,270000,33310,AZ,Maison,92,4,102
2018/4/4,163000,33310,AZ,Maison,70,3,115
2014/7/3,75000,33310,AZ,Appartement,42,2,
2014/12/29,95000,33310,AZ,Appartement,6,1,
2014/12/29,95000,33310,AZ,Appartement,45,2,
2015/7/6,73000,33310,AZ,Appartement,40,1,
2015/9/1,77000,33310,AZ,Appartement,67,2,
2015/12/21,88000,33310,AZ,Appartement,71,3,
2016/5/27,115000,33310,AZ,Appartement,45,2,
2018/3/1,163000,33310,AZ,Appartement,45,2,
2019/4/12,170000,33310,AZ,Appartement,45,2,
2014/7/1,94500,33310,BC,Maison,84,5,185
2018/7/20,250000,33310,AW,Maison,79,4,131
2014/10/29,94493,33310,AB,Maison,58,3,152
2016/6/15,115000,33310,AB,Maison,69,4,219
2018/4/11,290000,33310,AK,Maison,166,5,542
2019/1/10,262050,33310,AB,Maison,96,5,430
2014/3/27,245000,33310,AK,Maison,104,5,503
2014/7/25,132700,33310,AB,Maison,70,4,334
2015/12/30,82000,33310,AR,Appartement,43,2,
2016/4/14,170000,33310,AE,Maison,82,4,387
2018/11/9,145000,33310,AR,Appartement,64,3,
2018/11/9,145000,33310,AR,Appartement,33,1,
2019/2/25,115000,33310,AR,Appartement,42,2,
2019/4/10,98000,33310,AR,Appartement,36,2,
2014/7/29,197000,33310,BC,Maison,120,4,140
2017/12/19,261000,33310,AZ,Appartement,71,3,
2018/1/18,263568,33310,AZ,Appartement,71,3,
2018/3/6,225344.75,33310,AZ,Appartement,71,3,
2018/3/26,185818.08,33310,AZ,Appartement,58,2,
2018/6/14,214900,33310,AZ,Appartement,71,3,
2018/6/4,249916,33310,AZ,Appartement,72,3,
2018/7/17,266827.1,33310,AZ,Appartement,86,4,
2018/9/17,245340,33310,AZ,Appartement,86,4,
2018/12/21,241114,33310,AZ,Appartement,86,4,
2019/3/15,190880,33310,AZ,Appartement,58,2,
2019/6/17,216958,33310,AZ,Appartement,72,3,
2017/8/3,252000,33310,AK,Maison,90,4,779
2018/3/1,265000,33310,AP,Maison,76,3,263
2014/1/29,158026.75,33310,AL,Appartement,50,2,
2014/2/12,165675.25,33310,AL,Appartement,44,2,
2014/2/12,173876.59,33310,AL,Appartement,50,2,
2014/2/27,208679,33310,AL,Appartement,59,3,
2014/3/3,217578.26,33310,AL,Appartement,63,3,
2014/5/26,216853,33310,AL,Appartement,63,3,
2014/7/23,218487,33310,AL,Appartement,63,3,
2014/7/31,145500,33310,AL,Appartement,41,2,
2014/9/4,189000,33310,AL,Appartement,59,3,
2014/9/10,197000,33310,AL,Appartement,63,3,
2014/9/16,150000,33310,AL,Appartement,44,2,
2014/9/18,168392,33310,AL,Appartement,44,2,
2014/11/6,198500,33310,AL,Appartement,63,3,
2015/4/23,200000,33310,AL,Appartement,63,3,
2015/9/2,204813,33310,AL,Appartement,59,3,
2015/11/5,369120,33310,AC,Maison,203,6,601
2015/11/5,369120,33310,AC,Maison,203,6,967
2016/9/8,328200,33310,AZ,Maison,83,4,88
2018/9/18,317000,33310,AZ,Maison,53,2,
2015/4/9,120000,33310,AZ,Maison,60,3,62
2017/5/4,94000,33310,BC,Maison,98,1,67
2014/11/26,273950,33310,AZ,Maison,133,4,244
2018/3/8,150000,33310,AP,Maison,86,3,350
2018/10/10,417400,33310,AZ,Maison,133,4,244
2016/3/15,120000,33310,AZ,Appartement,80,3,39
2016/3/15,120000,33310,AZ,Appartement,80,3,39
2017/4/24,418300,33310,AI,Maison,50,1,500
2017/4/24,418300,33310,AI,Maison,176,7,1785
2017/4/24,418300,33310,AI,Maison,50,1,1785
2017/4/24,418300,33310,AI,Maison,176,7,500
2017/12/7,234000,33310,AI,Maison,80,4,737
2018/9/6,241500,33310,AK,Maison,108,4,463
2014/2/20,100000,33310,AZ,Maison,30,3,81
2016/12/7,345900,33310,AI,Maison,137,5,500
2016/12/7,345900,33310,AI,Maison,137,5,940
2017/4/27,3921037,33310,AO,Appartement,99,4,1712
2017/4/27,3921037,33310,AO,Appartement,84,4,500
2017/4/27,3921037,33310,AO,Appartement,97,4,500
2017/4/27,3921037,33310,AO,Appartement,108,4,1712
2017/4/27,3921037,33310,AO,Appartement,54,3,500
2017/4/27,3921037,33310,AO,Appartement,104,4,500
2017/4/27,3921037,33310,AO,Appartement,77,4,500
2017/4/27,3921037,33310,AO,Appartement,96,4,500
2017/4/27,3921037,33310,AO,Appartement,96,4,1712
2017/4/27,3921037,33310,AO,Appartement,79,3,500
2017/4/27,3921037,33310,AO,Appartement,106,5,1712
2017/4/27,3921037,33310,AO,Appartement,99,4,500
2017/4/27,3921037,33310,AO,Appartement,78,3,500
2017/4/27,3921037,33310,AO,Appartement,54,3,1712
2017/4/27,3921037,33310,AO,Appartement,80,4,1712
2017/4/27,3921037,33310,AO,Appartement,80,4,500
2017/4/27,3921037,33310,AO,Appartement,54,3,1712
2017/4/27,3921037,33310,AO,Appartement,56,3,500
2017/4/27,3921037,33310,AO,Appartement,80,4,1712
2017/4/27,3921037,33310,AO,Appartement,80,4,500
2017/4/27,3921037,33310,AO,Appartement,84,4,1712
2017/4/27,3921037,33310,AO,Appartement,84,4,500
2017/4/27,3921037,33310,AO,Appartement,80,4,500
2017/4/27,3921037,33310,AO,Appartement,106,5,500
2017/4/27,3921037,33310,AO,Appartement,77,4,1712
2017/4/27,3921037,33310,AO,Appartement,106,5,500
2017/4/27,3921037,33310,AO,Appartement,84,4,1712
2017/4/27,3921037,33310,AO,Appartement,80,4,500
2017/4/27,3921037,33310,AO,Appartement,80,4,1712
2017/4/27,3921037,33310,AO,Appartement,77,4,500
2017/4/27,3921037,33310,AO,Appartement,78,3,500
2017/4/27,3921037,33310,AO,Appartement,108,4,500
2017/4/27,3921037,33310,AO,Appartement,78,3,500
2017/4/27,3921037,33310,AO,Appartement,80,4,1712
2017/4/27,3921037,33310,AO,Appartement,78,3,1712
2017/4/27,3921037,33310,AO,Appartement,78,3,1712
2017/4/27,3921037,33310,AO,Appartement,104,4,1712
2017/4/27,3921037,33310,AO,Appartement,104,4,500
2017/4/27,3921037,33310,AO,Appartement,78,3,1712
2017/4/27,3921037,33310,AO,Appartement,78,3,1712
2017/4/27,3921037,33310,AO,Appartement,99,4,500
2017/4/27,3921037,33310,AO,Appartement,97,4,1712
2017/4/27,3921037,33310,AO,Appartement,106,5,1712
2017/4/27,3921037,33310,AO,Appartement,104,4,1712
2017/4/27,3921037,33310,AO,Appartement,77,4,1712
2017/4/27,3921037,33310,AO,Appartement,78,3,500
2017/4/27,3921037,33310,AO,Appartement,56,3,1712
2017/4/27,3921037,33310,AO,Appartement,99,4,1712
2017/4/27,3921037,33310,AO,Appartement,54,3,500
2017/4/27,3921037,33310,AO,Appartement,79,3,1712
2017/4/27,3921037,33310,AO,Appartement,97,4,1712
2017/4/27,3921037,33310,AO,Appartement,97,4,500
2014/8/7,225000,33310,AI,Maison,107,4,521
2014/12/3,158000,33310,AL,Appartement,77,4,
2015/3/5,160000,33310,AL,Appartement,77,4,
2016/3/29,130000,33310,AT,Appartement,35,2,481
2016/3/29,130000,33310,AT,Appartement,35,2,481
2016/3/29,130000,33310,AT,Appartement,35,2,481
2018/4/12,196200,33310,AL,Appartement,77,4,
2018/7/20,139500,33310,AL,Appartement,58,3,
2018/12/20,150000,33310,AL,Appartement,58,3,
2015/2/26,355000,33127,AH,Maison,132,4,1000
2015/2/26,355000,33127,AH,Maison,132,4,415
2014/4/22,171800,33127,AN,Maison,56,3,920
2015/1/19,277000,33127,AE,Maison,90,4,
2017/3/1,205000,33127,AN,Maison,56,3,920
2016/8/12,356700,33127,AM,Maison,231,7,1000
2016/8/12,356700,33127,AM,Maison,231,7,1322
2017/11/21,420000,33127,AX,Maison,165,6,1561
2018/3/14,8301271,33127,AX,Maison,165,6,1561
2018/10/15,324000,33127,AH,Maison,105,4,603
2015/6/18,394790,33127,AL,Maison,130,5,652
2017/12/22,270000,33127,AX,Maison,60,5,724
2018/10/26,465659,33127,AC,Maison,182,7,1111
2014/7/21,253700,33127,AL,Maison,90,4,
2015/6/4,121000,33127,AL,Appartement,41,2,
2015/12/7,257700,33127,AL,Maison,90,4,
2016/4/22,225320,33127,AO,Maison,73,3,1001
2017/4/24,170000,33127,AL,Appartement,65,3,
2017/7/19,133770,33127,AL,Appartement,46,1,
2018/6/27,460000,33127,AW,Maison,191,7,
2018/7/27,385000,33127,AW,Maison,191,7,1000
2018/7/27,385000,33127,AW,Maison,191,7,1247
2015/8/5,373000,33127,AB,Maison,154,6,1317
2016/11/10,323600,33127,AE,Maison,105,4,800
2017/5/4,473000,33127,AD,Maison,188,4,1000
2014/8/1,308000,33127,AB,Maison,106,4,1192
2019/3/21,700000,33127,AH,Maison,149,4,800
2019/3/21,700000,33127,AH,Maison,149,4,1087
2019/3/21,700000,33127,AH,Maison,149,4,640
2015/9/8,305000,33127,AE,Maison,113,4,1050
2014/12/19,500000,33127,C,Maison,67,3,44001
2014/12/19,500000,33127,C,Maison,67,3,3000
2015/3/31,335000,33127,AB,Maison,72,5,831
2016/1/22,250000,33127,AH,Maison,100,5,1203
2016/6/23,280000,33127,AN,Maison,100,5,710
2018/10/30,621860,33127,AI,Maison,211,6,1114
2016/8/5,326000,33127,AB,Maison,121,6,998
2019/1/31,199000,33127,BH,Maison,40,2,445
2019/1/31,199000,33127,BH,Maison,75,3,445
2019/2/14,581480,33127,AE,Maison,102,5,
2017/5/30,347000,33127,AK,Maison,118,5,983
2015/12/30,321000,33127,AK,Maison,109,5,694
2015/3/30,258500,33127,AB,Maison,102,5,603
2015/8/7,345000,33127,AH,Maison,126,6,1000
2017/5/18,476000,33127,AH,Maison,241,7,761
2017/5/18,476000,33127,AH,Maison,241,7,1000
2018/8/13,580000,33127,AH,Maison,241,7,1000
2018/8/13,580000,33127,AH,Maison,241,7,761
2014/10/3,296600,33127,AE,Maison,102,5,1002
2017/3/23,370000,33127,AE,Maison,116,4,1007
2014/2/26,299500,33127,AE,Maison,100,4,966
2014/6/3,145000,33127,AR,Appartement,39,2,
2014/8/27,142250,33127,AR,Appartement,40,2,
2015/6/25,623392,33127,AL,Maison,151,4,1636
2015/7/27,400000,33127,AE,Maison,132,5,973
2016/8/31,195000,33127,AR,Appartement,60,3,
2017/7/31,171000,33127,AR,Appartement,60,3,
2017/11/21,280000,33127,AX,Maison,150,6,685
2018/3/14,8301271,33127,AX,Maison,150,6,685
2019/5/9,300000,33127,BN,Maison,32,1,15528
2019/5/9,300000,33127,BN,Maison,32,1,4000
2014/8/25,240000,33127,AE,Maison,85,3,1172
2015/1/27,310000,33127,AI,Maison,117,5,1010
2016/10/11,290000,33127,AC,Maison,150,6,1234
2015/3/9,135000,33127,AR,Appartement,40,2,
2016/5/20,118000,33127,AV,Appartement,41,2,
2016/12/28,159000,33127,AR,Appartement,60,3,
2017/5/2,351900,33127,AN,Maison,166,7,1138
2017/6/6,129587,33127,AR,Appartement,39,2,
2017/10/24,145000,33127,AR,Appartement,40,2,
2017/11/22,145000,33127,AR,Appartement,40,2,
2017/12/12,136150,33127,AR,Appartement,40,2,
2018/2/13,177000,33127,AV,Appartement,56,3,
2019/2/16,148787,33127,AR,Appartement,39,2,
2019/4/25,204800,33127,AR,Appartement,60,3,
2015/7/21,367210,33127,AK,Maison,125,6,1112
2018/5/16,521000,33127,AE,Maison,168,6,500
2018/5/16,521000,33127,AE,Maison,168,6,815
2017/12/4,334550,33127,AB,Maison,81,4,653
2015/7/10,336900,33127,AD,Maison,123,5,1002
2018/12/20,697500,33127,AL,Maison,200,5,940
2018/12/20,697500,33127,AL,Maison,200,5,1847
2016/11/4,386000,33127,AO,Maison,119,5,1005
2017/9/26,340000,33127,BN,Maison,136,5,1559
2017/9/26,340000,33127,BN,Maison,136,5,1000
2014/4/24,350000,33127,AH,Maison,105,4,1130
2014/4/24,350000,33127,AH,Maison,105,4,500
2016/3/16,237300,33127,AI,Maison,89,4,382
2017/12/22,320000,33127,AN,Maison,80,4,1220
2019/2/22,358400,33127,AE,Maison,93,5,970
2014/7/31,268600,33127,AO,Maison,97,4,1070
2016/3/10,419100,33127,AD,Maison,124,4,714
2016/5/24,306400,33127,AE,Maison,90,5,1110
2018/11/20,412150,33127,AO,Maison,97,4,1070
2015/2/27,240000,33127,AD,Maison,96,4,
2015/3/9,258000,33127,AD,Maison,86,5,4971
2015/3/9,258000,33127,AD,Maison,86,5,1000
2016/6/30,305000,33127,AE,Maison,107,4,1000
2016/8/18,243300,33127,AD,Maison,96,4,
2016/11/14,690000,33127,A,Maison,137,5,2684
2016/11/14,690000,33127,A,Maison,137,5,8026
2016/11/14,690000,33127,A,Maison,137,5,2170
2019/4/4,315000,33127,AE,Maison,80,4,950
2017/12/15,151582,33127,BK,Maison,64,3,
2018/1/26,251300,33127,BK,Maison,82,4,
2018/1/29,245700,33127,BK,Maison,82,4,
2018/3/30,183000,33127,BK,Maison,64,3,
2018/5/16,149887,33127,BK,Maison,64,3,
2018/7/30,251760,33127,BK,Maison,82,4,
2018/8/3,228300,33127,BK,Maison,64,3,
2018/12/10,257500,33127,BK,Maison,82,4,
2019/3/20,282000,33127,BK,Maison,82,4,
2019/5/6,227500,33127,BK,Maison,66,3,
2015/7/7,334000,33127,AA,Maison,116,6,1003
2016/11/29,502000,33127,AB,Maison,168,5,719
2018/1/8,500000,33127,AS,Appartement,50,2,850
2018/1/8,500000,33127,AS,Appartement,76,3,850
2016/6/13,399500,33127,AZ,Maison,134,4,1034
2016/6/13,399500,33127,AZ,Maison,134,4,500
2017/5/19,226000,33127,AL,Appartement,67,3,
2017/4/20,196000,33127,AL,Appartement,61,3,
2017/5/22,162000,33127,AL,Appartement,44,2,
2017/6/14,155000,33127,AL,Appartement,44,2,
2017/4/21,197000,33127,AL,Appartement,61,3,
2017/4/28,208000,33127,AL,Appartement,61,3,
2017/4/28,205000,33127,AL,Appartement,63,3,
2017/6/23,151000,33127,AL,Appartement,44,2,
2017/6/28,154000,33127,AL,Appartement,44,2,
2017/7/20,154000,33127,AL,Appartement,46,2,
2017/7/11,235000,33127,AL,Appartement,70,3,
2017/7/21,125929,33127,AL,Appartement,44,2,
2017/7/12,154000,33127,AL,Appartement,46,2,
2017/8/3,216000,33127,AL,Appartement,63,3,
2017/8/1,73000,33127,AD,Maison,60,2,
2017/8/1,73000,33127,AD,Appartement,45,2,
2017/9/20,154000,33127,AL,Appartement,44,2,
2017/10/4,154000,33127,AL,Appartement,44,2,
2017/10/2,206000,33127,AL,Appartement,61,3,
2017/10/13,153000,33127,AL,Appartement,44,2,
2017/10/19,209000,33127,AL,Appartement,61,3,
2017/11/23,208000,33127,AL,Appartement,61,3,
2017/12/1,162000,33127,AL,Appartement,46,2,
2017/11/29,205000,33127,AL,Appartement,63,3,
2017/11/27,213000,33127,AL,Appartement,61,3,
2017/11/23,198000,33127,AL,Appartement,62,3,
2017/12/28,209000,33127,AL,Appartement,61,3,
2017/12/29,213000,33127,AL,Appartement,62,3,
2018/1/12,238000,33127,AL,Appartement,70,3,
2018/3/8,208000,33127,AL,Appartement,61,3,
2018/5/11,215000,33127,AL,Appartement,61,3,
2018/5/31,229000,33127,AL,Appartement,67,3,
2018/5/31,215000,33127,AL,Appartement,62,3,
2014/12/19,202600,33127,AB,Appartement,67,3,
2014/12/17,150000,33127,AB,Appartement,45,2,
2014/12/16,1203914.73,33127,AB,Appartement,66,3,
2014/12/16,1203914.73,33127,AB,Appartement,60,2,
2014/12/16,1203914.73,33127,AB,Appartement,67,3,
2014/12/16,1203914.73,33127,AB,Appartement,46,2,
2014/12/16,1203914.73,33127,AB,Appartement,34,2,
2014/12/16,1203914.73,33127,AB,Appartement,83,4,
2014/12/16,1203914.73,33127,AB,Appartement,83,4,
2014/12/16,1203914.73,33127,AB,Appartement,67,3,
2014/12/16,1203914.73,33127,AB,Appartement,66,3,
2014/12/16,1203914.73,33127,AB,Appartement,47,2,
2014/12/22,137000,33127,AB,Appartement,40,2,
2014/12/23,160000,33127,AB,Appartement,46,2,
2014/12/18,295000,33127,AB,Appartement,67,4,
2014/12/18,295000,33127,AB,Appartement,30,1,
2014/12/29,138000,33127,AB,Appartement,40,2,
2015/2/6,138000,33127,AB,Appartement,40,2,
2015/2/26,179000,33127,AB,Appartement,60,3,
2015/1/16,154000,33127,AB,Appartement,45,2,
2015/3/24,179000,33127,AB,Appartement,60,3,
2015/4/14,130000,33127,AB,Appartement,41,2,
2015/4/30,154000,33127,AB,Appartement,45,2,
2015/5/21,203000,33127,AB,Appartement,67,3,
2015/5/22,181000,33127,AB,Appartement,60,3,
2015/6/11,194000,33127,AB,Appartement,65,3,
2015/6/10,194000,33127,AB,Appartement,65,3,
2015/7/9,160000,33127,AB,Appartement,46,2,
2015/8/4,203000,33127,AB,Appartement,67,3,
2015/9/11,188000,33127,AB,Appartement,60,3,
2015/9/23,188000,33127,AB,Appartement,60,3,
2015/12/18,225000,33127,AB,Appartement,88,4,
2018/12/27,381600,33127,AI,Maison,140,4,507
2015/4/24,125500,33127,AX,Maison,75,3,
2018/6/20,375000,33127,AA,Maison,135,5,1065
2018/8/3,428800,33127,AH,Maison,102,4,688
2016/1/29,254500,33127,B,Maison,87,4,579
2016/1/29,254500,33127,B,Maison,87,4,579
2019/3/29,1000000,33127,BH,Maison,190,4,9462
2014/6/10,150000,33127,AS,Maison,64,3,1441
2014/6/10,150000,33127,AS,Appartement,132,4,1441
2014/6/10,150000,33127,AS,Appartement,96,3,1441
2014/6/10,150000,33127,AS,Appartement,27,1,1441
2015/1/23,100000,33127,AS,Appartement,128,3,
2015/3/31,200000,33127,AS,Appartement,165,5,
2017/3/20,360000,33127,AE,Maison,103,4,1003
2015/1/28,142500,33127,AR,Appartement,39,2,
2015/7/8,132500,33127,AR,Appartement,40,2,
2016/4/5,146150,33127,AR,Appartement,39,2,
2017/8/24,182775,33127,AR,Appartement,60,3,
2018/7/2,442600,33127,AI,Maison,151,6,640
2018/12/21,195000,33127,AR,Appartement,60,3,
2015/9/4,150000,33127,AT,Maison,93,4,1148
2015/9/24,2370,33127,AH,Maison,194,7,
2016/8/23,337800,33127,AH,Maison,165,5,878
2019/3/29,310000,33127,BL,Maison,95,5,498
2019/3/29,310000,33127,BL,Maison,95,5,498
2015/1/13,143000,33127,AN,Maison,42,2,
2015/6/30,120000,33127,AN,Maison,41,2,
2016/9/14,210000,33127,AN,Maison,83,4,
2017/3/22,190000,33127,AN,Maison,63,3,
2017/12/28,135000,33127,AN,Maison,42,2,
2018/4/16,216237,33127,AN,Maison,63,3,
2018/10/10,234000,33127,AN,Maison,83,4,
2019/1/3,189000,33127,AN,Maison,63,3,
2019/5/14,200000,33127,AN,Maison,63,3,
2019/6/24,224000,33127,AN,Maison,63,3,
2019/6/29,429900,33127,BB,Maison,124,5,500
2019/6/29,429900,33127,BB,Maison,124,5,502
2014/9/30,330000,33127,AE,Maison,140,4,1038
2014/9/29,689766,33127,AH,Maison,164,6,998
2015/7/20,600000,33127,AI,Maison,90,4,940
2015/7/20,600000,33127,AI,Maison,90,4,800
2015/10/23,175901,33127,AI,Appartement,38,2,
2015/10/29,286290,33127,AI,Appartement,66,3,
2015/10/29,181600,33127,AI,Appartement,41,2,
2015/11/3,171500,33127,AI,Appartement,39,2,
2015/11/6,238800,33127,AI,Appartement,58,3,
2015/11/13,194400,33127,AI,Appartement,45,2,
2015/11/13,180400,33127,AI,Appartement,40,2,
2015/11/19,248475,33127,AI,Appartement,59,3,
2015/11/30,174141,33127,AI,Appartement,38,2,
2015/12/4,188474,33127,AI,Appartement,40,2,
2015/12/28,308579,33127,AI,Appartement,79,4,
2015/12/17,262761,33127,AI,Appartement,59,3,
2015/12/31,251672,33127,AI,Appartement,59,3,
2016/3/25,211000,33127,AI,Appartement,54,3,
2016/3/31,210636,33127,AI,Appartement,45,2,
2016/3/31,214349,33127,AI,Appartement,42,2,
2016/3/29,161013,33127,AI,Appartement,40,2,
2016/4/26,255513,33127,AI,Appartement,61,3,
2016/5/13,173736,33127,AI,Appartement,36,2,
2016/6/10,248000,33127,AI,Appartement,64,3,
2016/6/20,188997,33127,AI,Appartement,41,2,
2016/7/6,239359,33127,AI,Appartement,59,3,
2016/9/12,180274,33127,AI,Appartement,39,2,
2016/11/16,183525,33127,AI,Appartement,37,2,
2018/1/23,435550,33127,AE,Maison,150,5,914
2018/1/15,146510,33127,AT,Maison,75,3,455
2018/1/15,146510,33127,AT,Maison,75,3,455
2018/1/15,146510,33127,AT,Maison,75,3,455
2018/1/15,146510,33127,AT,Maison,75,3,455
2019/2/6,262300,33127,AE,Maison,80,5,499
2016/8/1,309850,33127,AI,Maison,102,5,386
2018/5/28,420400,33127,AE,Maison,100,5,434
2018/5/28,420400,33127,AE,Maison,100,5,800
2018/7/11,385000,33127,AI,Maison,140,5,326
2018/8/31,284000,33127,AB,Maison,107,5,1096
2014/9/4,100000,33127,D,Maison,97,3,
2019/1/31,350000,33127,D,Maison,97,3,376
2019/3/25,150000,33127,AH,Maison,89,4,639
